CLAVE,NOMBRE,CREDITOS,LABORATORIO,INICIO,INICIO,DEPARTAMENTO,NOMBRE_COMPLETO,EQUIVALENCIA,NOMBRE_INGLES,PORCEN_CAL
1820,PROCESOS ALTERNOS MANUFACTURA,8,L,20001,20001,3020200,PROCESOS ALTERNOS MANUFACTURA,0,ALTERNATIVE MANUFACTURING PROCESSES,75
1346,QUIMICA ANALITICA I,9,L,20001,20001,2010100,QUIMICA ANALITICA I,0,ANALYTICAL CHEMISTRY I,0
1446,QUIMICA ANALITICA II,9,L,20001,20001,2010100,QUIMICA ANALITICA II,0,ANALYTICAL CHEMISTRY II,0
1516,ANALITICA I,10,L,20001,20001,2010100,ANALITICA I,0,ANALYTICAL I,60
1616,ANALITICA II,10,L,20001,20001,2010200,ANALITICA II,0,ANALYTICAL II,60
1256,QUIMICA ANALITICA I,9,L,20001,20001,2010100,QUIMICA ANALITICA I,1,ANALYTICAL CHEMISTRY I,66.67
1356,QUIMICA ANALITICA II,9,L,20001,20001,2010100,QUIMICA ANALITICA II,1,ANALYTICAL CHEMISTRY II,66.67
1501,BIOQUIMICA I,10,L,20001,20001,4010100,BIOQUIMICA I,0,BIOCHEMISTRY I,60
1601,BIOQUIMICA II,10,L,20001,20001,4010100,BIOQUIMICA II,0,BIOCHEMISTRY II,60
1648,BACTERIOLOGIA,10,L,20001,20001,4030200,BACTERIOLOGIA,0,BACTERIOLOGY,57.1
1741,INMUNOLOGIA GENERAL,10,L,20001,20001,4030100,INMUNOLOGIA GENERAL,0,GENERAL INMMUNOLOGY,60
1745,GENETICA GENERAL,8,L,20001,20001,4010200,GENETICA GENERAL,0,GENERAL GENETICS,50
1846,ANALISIS DE MEDICAMENTOS,12,L,20001,20001,4020200,ANALISIS DE MEDICAMENTOS,0,PHARMACEUTICAL ANALYSIS,50
1848,TOXICOLOGIA,10,L,20001,20001,4020100,TOXICOLOGIA,0,TOXICOLOGY,60
1946,CONTROL DE CALIDAD,10,T,20001,20001,4020300,CONTROL DE CALIDAD,0,QUALITY CONTROL,60
1947,BIOFARMACIA,10,L,20001,20001,4020300,BIOFARMACIA,0,BIOPHARMACEUTICS,30
1070,TECNOLOGIA FARMACEUTICA III,10,L,20001,20001,4020300,TECNOLOGIA FARMACEUTICA III,0,PHARMACEUTICAL TECHNOLOGY III,60
1071,DESARROLLO FARMACEUTICO,10,L,20001,20001,4020300,DESARROLLO FARMACEUTICO,0,PHARMACEUTICAL DEVELOPMENT,60
1072,FARMACOGNOSIA,10,L,20001,20001,4020100,FARMACOGNOSIA,0,PHARMACOGNOSY,60
1073,DESARROLLO ANALITICO,10,L,20001,20001,4020200,DESARROLLO ANALITICO,0,ANALYTICAL DEVELOPMENT,60
1074,QUIMICA FARMACEUTICA,10,L,20001,20001,4020300,QUIMICA FARMACEUTICA,0,PHARMACEUTICAL CHEMISTRY,60
1060,PARASITOLOGIA,7,L,20001,20001,4030200,PARASITOLOGIA,0,PARASITOLOGY,57.1
1061,MICOLOGIA,7,L,20001,20001,4030200,MICOLOGIA,0,MICOLOGY,57.1
1062,VIROLOGIA,7,L,20001,20001,4030200,VIROLOGIA,0,VIROLOGY,57.1
1063,HEMATOLOGIA,9,L,20001,20001,4030100,HEMATOLOGIA,0,HEMATOLOGY,66.7
1064,ANALISIS CLINICOS II,10,L,20001,20001,4010200,ANALISIS CLINICOS II,0,CLINICAL ANALYSIS II,60
1065,INMUNOLOGIA APLICADA,10,L,20001,20001,4030100,INMUNOLOGIA APLICADA,0,APPLIED INMUNOLOGY,60
1588,MICROBIOLOGIA DE ALIMENTOS,10,L,20001,20001,4030200,MICROBIOLOGIA DE ALIMENTOS,0,FOODS MICROBIOLOGY,60
1682,ANALISIS SENSORIAL,6,L,20001,20001,3030200,ANALISIS SENSORIAL,0,SENSORY ANALYSIS,67.7
1782,CONTROL DE CALIDAD I,8,L,20001,20001,3030200,CONTROL DE CALIDAD I,0,QUALITY CONTROL I,75
1788,ANALISIS DE ALIMENTOS,10,L,20001,20001,3030200,ANALISIS DE ALIMENTOS,0,FOOD ANALYSIS,60
1787,PRODUCTOS CARNICOS,9,L,20001,20001,3030100,PRODUCTOS CARNICOS,0,MEAT PRODUCTS,67.7
1883,NUTRICION I,9,L,20001,20001,3030200,NUTRICION I,0,NUTRITION I,67.7
1884,PRODUCTOS DE CEREALES Y LEG.,9,L,20001,20001,3030100,PRODUCTOS DE CEREALES Y LEG.,0,CEREALS AND LEGUMINOUS PRODUCTS,67.7
1886,PRODUCTOS LACTEOS,9,L,20001,20001,3030100,PRODUCTOS LACTEOS,0,DAIRY PRODUCTS,67.7
1888,BIOTECNOLOGIA,10,L,20001,20001,3030200,BIOTECNOLOGIA,0,BIOTECHNOLOGY,80
1427,TERMODINAMICA METALURGICA II,12,T,20001,20001,1010100,TERMODINAMICA METALURGICA II,0,METALLURGICAL THERMODYNAMICS II,100
1327,TERMODINAMICA METALURGICA I,12,L,20001,20001,1010100,TERMODINAMICA METALURGICA I,0,METALLURGICAL THERMODYNAMICS I,50
1786,PRODUCTOS VEGETALES,9,L,20001,20001,3030100,PRODUCTOS VEGETALES,0,VEGETABLES PRODUCTS,67.7
1387,EQUILIBRIO FISICOQUIMICO,11,L,20001,20001,1010100,EQUILIBRIO FISICOQUIMICO,0,PHYSICOCHEMICAL EQUILIBRIUM,72.7
1487,FISICOQUIMICA SUP.Y CINET.QUIM,10,L,20001,20001,1010200,FISICOQUIMICA SUP.Y CINET.QUIM,0,SURFACES PHYSICOCHEMICAL AND CHEMISTRY KINETICS,80
1685,QUIMICA DE ALIMENTOS,8,T,20001,20001,3030200,QUIMICA DE ALIMENTOS,0,FOODS CHEMISTRY,100
1345,QUIMICA ORGANICA I,9,L,20001,20001,2030100,QUIMICA ORGANICA I,0,ORGANIC CHEMISTRY I,60
1347,EQUILIBRIO HETEROGENEO,9,L,20001,20001,1010100,EQUILIBRIO HETEROGENEO,0,HETEROGENEOUS EQUILIBRIUM,66.7
1748,ANALISIS CLINICOS I,10,L,20001,20001,4010200,ANALISIS CLINICOS I,0,CLINICAL ANALYSIS,60
1305,QUIMICA ORGANICA I,9,L,20001,20001,2030100,QUIMICA ORGANICA I,0,ORGANIC CHEMISTRY I,65
1435,COMPUESTOS CON C. H. Y HALOGEN,10,L,20001,20001,2030100,COMPUESTOS CON C. H. Y HALOGEN,0,"COMPOUNDS OF CARBON, HYDROGEN AND HALOGENS",60
1524,ANALISIS INSTRUMENTAL METALURG,9,L,20001,20001,2010300,ANALISIS INSTRUMENTAL METALURG,0,INSTRUMENTAL ANALYSIS IN METALLURGY,60
1526,PROCESOS SEPARACION Y CONCENT.,10,L,20001,20001,3020100,PROCESOS SEPARACION Y CONCENT.,0,SEPARATION AND CONCENTRATION PROCESSES,60
1527,QUIMICA DE SOLUCIONES IONICAS,9,L,20001,20001,1010200,QUIMICA DE SOLUCIONES IONICAS,0,CHEMISTRY OF IONIC SOLUTIONS,66.7
1535,COMPUESTOS CON C.H.O.N. Y S.,10,L,20001,20001,2030100,COMPUESTOS CON C.H.O.N. Y S.,0,COMPOUNDS OF C.H.O.N. AND S.,60
1920,PROYECTO,25,T,20001,20001,3020300,PROYECTO,0,PROJECT,100
1821,FUNDICION,10,L,20001,20001,3020200,FUNDICION,0,FOUNDRY,60
1826,PIROREFINACION,10,L,20001,20001,3020100,PIROREFINACION,0,PYROREFINATION,60
1425,FUNDAMENTOS METALURGIA FISICA,10,L,20001,20001,3020200,FUNDAMENTOS METALURGIA FISICA,0,PRINCIPLES OF PHYSICAL METALLURGY,70
1103,CINEMATICA Y DINAMICA,8,L,20001,20001,1020100,CINEMATICA Y DINAMICA,0,KINEMATICS AND DYNAMICS,0
1104,QUIMICA GENERAL,20,L,20001,20001,2020100,QUIMICA GENERAL,0,GENERAL CHEMISTRY,0
1213,ESTATICA,8,L,20001,20001,1020200,ESTATICA,0,STATICS,75
1207,TERMODINAMICA,11,L,20001,20001,1010100,TERMODINAMICA,0,THERMODYNAMICS,0
1203,ELECTROMAGNETISMO,8,L,20001,20001,1020100,ELECTROMAGNETISMO,1,ELECTROMAGNETISM,83
1232,ELECTROMAGNETISMO,10,L,20001,20001,1020100,ELECTROMAGNETISMO,1,ELECTROMAGNETISM,0
1304,QUIMICA INORGANICA,9,L,20001,20001,2020200,QUIMICA INORGANICA,0,INORGANIC CHEMISTRY,65
1317,PROPIEDADES TERMODINAMICAS,10,L,20001,20001,1010100,PROPIEDADES TERMODINAMICAS,0,THERMODYNAMIC PROPERTIES,80
1303,BALANCES DE MATERIA Y ENERGIA,12,L,20001,20001,3010100,BALANCES DE MATERIA Y ENERGIA,0,MASS AND ENERGY BALANCES,80
1405,QUIMICA ORGANICA II,9,L,20001,20001,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,65
1445,QUIMICA ORGANICA II,10,L,20001,20001,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,60
1545,QUIMICA ORGANICA III,9,L,20001,20001,2030100,QUIMICA ORGANICA III,0,ORGANIC CHEMISTRY III,65
1645,QUIMICA ORGANICA IV,10,L,20001,20001,2030100,QUIMICA ORGANICA IV,0,ORGANIC CHEMISTRY IV,60
1403,FLUJO DE FLUIDOS,10,L,20001,20001,3010100,FLUJO DE FLUIDOS,0,FLUID FLOW,80
1417,EQUILIBRIO FISICO,10,L,20001,20001,1010100,EQUILIBRIO FISICO,0,PHASE EQUILIBRIUM,80
1517,EQUILIBRIO QUIMICO,10,L,20001,20001,1010100,EQUILIBRIO QUIMICO,0,CHEMICAL EQUILIBRIUM,80
1513,TRANSFERENCIA DE CALOR,12,L,20001,20001,3010100,TRANSFERENCIA DE CALOR,0,HEAT TRANSFER,80
1611,ELECTROQUIMICA,10,L,20001,20001,1010200,ELECTROQUIMICA,0,ELECTROCHEMISTRY,80
1617,FENOMENOS DE SUPERFICIE,10,L,20001,20001,1010200,FENOMENOS DE SUPERFICIE,0,SURFACE CHEMISTRY PHENOMENA,80
1613,PROCESOS DE SEPARACION I,12,L,20001,20001,3010100,PROCESOS DE SEPARACION I,0,SEPARATION PROCESSES I,80
1714,PROCESOS DE SEPARACION II,12,L,20001,20001,3010100,PROCESOS DE SEPARACION II,0,SEPARATION PROCESSES II,80
1717,CINETICA QUIMICA Y CATALISIS,10,L,20001,20001,1010200,CINETICA QUIMICA Y CATALISIS,0,CHEMICAL KINETICS AND CATALYSIS,80
1813,INGENIERIA DE REACTORES,12,L,20001,20001,3010100,INGENIERIA DE REACTORES,0,REACTOR ENGINEERING,80
1713,SIMULAC Y OPTIMIZ DE PROCESOS,10,T,20001,20001,3010100,SIMULAC Y OPTIMIZ DE PROCESOS,0,PROCESS SIMULATION AND OPTIMIZATION,100
1913,INGENIERIA DE PROYECTOS,30,L,20001,20001,3010100,INGENIERIA DE PROYECTOS,0,PROJECT ENGINEERING,80
1013,MATERIALES II,8,L,20001,20001,3010200,MATERIALES II,0,MATERIALS II,80
1012,MATERIALES I,8,L,20001,20001,3010200,MATERIALES I,0,MATERIALS I,80
1556,Q. ANALITICA INSTRUMENTAL I,9,L,20001,20001,2010200,Q. ANALITICA INSTRUMENTAL I,0,INSTRUMENTAL ANALYTICAL CHEMISTRY I,66.67
1656,Q. ANALITICA INSTRUMENTAL II,9,L,20001,20001,2010200,Q. ANALITICA INSTRUMENTAL II,0,INSTRUMENTAL ANALYTICAL CHEMISTRY II,66.67
1335,INTRODUC. A LA QUIM. ORGANICA,10,L,20001,20001,2030100,INTRODUC. A LA QUIM. ORGANICA,0,INTRODUCTION TO ORGANIC CHEMISTRY,60
1432,ONDAS Y OPTICA,8,L,20001,20001,1020100,ONDAS Y OPTICA,0,WAVES AND OPTICS,83
1437,PROPIEDADES FISICOQUIMICAS,9,L,20001,20001,1010100,PROPIEDADES FISICOQUIMICAS,0,PHYSICAL CHEMISTRY III,66.7
1434,QUIMICA DEL ESTADO SOLIDO,9,L,20001,20001,2020200,QUIMICA DEL ESTADO SOLIDO,0,SOLID STATE CHEMISTRY,67
1537,EQUILIBRIO FISICOQUIMICO,9,L,20001,20001,1010100,EQUILIBRIO FISICOQUIMICO,0,PHYSICOCHEMICAL EQUILIBRIUM,66.7
1534,QUIMICA INORGANICA COVALENTE,9,L,20001,20001,2020200,QUIMICA INORGANICA COVALENTE,0,COVALENT INORGANIC CHEMISTRY,67
1637,EQUIL.EN INTER.Y CINETICA FISC,9,L,20001,20001,1010200,EQUIL.EN INTER.Y CINETICA FISC,0,EQUIL IN INTER AND PHYSICAL KINETICS,66.9
1634,QUIMICA DE COORDINACION,9,L,20001,20001,2020200,QUIMICA DE COORDINACION,0,COORDINATION CHEMISTRY,62
1635,COMPUESTOS CARBONILICOS,10,L,20001,20001,2030100,COMPUESTOS CARBONILICOS,0,CARBONYLIC PRODUCTS,60
1738,BIOQUIMICA CELULAR,9,L,20001,20001,4010100,BIOQUIMICA CELULAR,0,CELLULAR BIOCHEMISTRY,60
1737,CINETICA QUIMICA,9,L,20001,20001,1010200,CINETICA QUIMICA,0,CHEMICAL KINETICS,66.7
1734,QUIMICA ORGANOMETALICA,9,L,20001,20001,2020200,QUIMICA ORGANOMETALICA,0,ORGANOMETALLIC CHEMISTRY,67
1735,COMPUESTOS ORG. HETEROCICLIC.,10,L,20001,20001,2030100,COMPUESTOS ORG. HETEROCICLIC.,0,HETEROCYCLIC ORGANIC COMPOUNDS,60
1838,BIOQUIMICA METABOLICA,9,L,20001,20001,4010100,BIOQUIMICA METABOLICA,0,METABOLIC BIOCHEMISTRY,60
1830,QUIMICA EXPERIMENTAL APLIC.,22,T,20001,20001,2030200,QUIMICA EXPERIMENTAL APLIC.,0,APPLIED EXPER CHEMISTRY,100
1938,BIOSINTESIS MICROBIANA,9,L,20001,20001,4030200,BIOSINTESIS MICROBIANA,0,MICROBIAN BIOSYNTHESIS,66.7
1033,EL LAB. DE CONT. Y DES. ANALIT,6,T,20001,20001,2010100,EL LAB. DE CONT. Y DES. ANALIT,0,ANALYTIC CONTROL AND DEVELOPMENT LABORATORY,100
1348,FISIOLOGIA,11,L,20001,20001,4030100,FISIOLOGIA,0,PHYSIOLOGY,72.7
1447,FISICOQUIMICA FARMACEUTICA,9,L,20001,20001,1010200,FISICOQUIMICA FARMACEUTICA,0,PHISICAL PHARMACY,66.7
1448,MICROBIOLOGIA GENERAL,12,L,20001,20001,4030200,MICROBIOLOGIA GENERAL,0,GENERAL MICROBIOLOGY I,50
1541,FARMACOLOGIA GENERAL,9,L,20001,20001,4020100,FARMACOLOGIA GENERAL,0,GENERAL PHARMACOLOGY,70
1548,MICROBIOLOGIA GENERAL II,9,L,20001,20001,4030200,MICROBIOLOGIA GENERAL II,0,GENERAL MICROBIOLOGY II,66.7
1641,FARMACOLOGIA APLICADA,9,L,20001,20001,4020100,FARMACOLOGIA APLICADA,0,APPLIED PHARMACOLOGY,70
1647,TECNOLOGIA FARMACEUTICA I,10,L,20001,20001,4020300,TECNOLOGIA FARMACEUTICA I,0,PHARMACEUTICAL TECHNOLOGY I,60
1747,TECNOLOGIA FARMACEUTICA II,10,L,20001,20001,4020300,TECNOLOGIA FARMACEUTICA II,0,PHARMACEUTICAL TECHNOLOGY II,60
14,ANALISIS I,6,T,20001,20001,2010100,ANALISIS I,0,ANALYSIS I,0
61,BIOESTADISTICA,6,T,20001,20001,1030200,BIOESTADISTICA,0,BIOSTATISTICS,0
62,BIOFARMACIA,4,T,20001,20001,4020300,BIOFARMACIA,0,BIOPHARMACY,0
63,BIOLOGIA CELULAR,6,T,20001,20001,4030100,BIOLOGIA CELULAR,0,CELULAR BIOLOGY,0
122,COMPUTACION ELECT. Y PROG. I,6,T,20001,20001,1030200,COMPUTACION ELECT. Y PROG. I,0,COMPUTATION AND PROGRAMMING I,0
125,CALCULO DIFERENCIAL E INTEGRAL,12,T,20001,20001,1030100,CALCULO DIFERENCIAL E INTEGRAL,0,DIFFERENTIAL AND INTEGRAL CALCULUS,0
126,CONTROL DE CALIDAD,6,T,20001,20001,4020300,CONTROL DE CALIDAD,0,QUALITY CONTROL,0
160,DIBUJO,6,T,20001,20001,3010300,DIBUJO,0,DRAWING,0
161,DISEÑO DE EQUIPO,6,T,20001,20001,3010300,DISEÑO DE EQUIPO,0,EQUIPMENT DESIGN,0
211,ESTEQUIOMETRIA,8,T,20001,20001,3010100,ESTEQUIOMETRIA,0,STOICHEMISTRY,0
224,ESTADISTICA I,8,T,20001,20001,1030200,ESTADISTICA I,0,STATISTICS I,0
225,ESTADISTICA II,8,T,20001,20001,1030200,ESTADISTICA II,0,STATISTICS II,0
235,FISICA I,6,T,20001,20001,1020100,FISICA I,0,PHYSICS I,0
236,FISICA II,6,T,20001,20001,1020100,FISICA II,0,PHYSICS II,0
297,FISICOQUIMICA II,6,T,20001,20001,1010100,FISICOQUIMICA II,0,PHYSICAL CHEMISTRY II,0
298,FISICOQUIMICA III,6,T,20001,20001,1010100,FISICOQUIMICA III,0,PHYSICAL CHEMISTRY III,0
305,GENETICA GENERAL,9,T,20001,20001,4010200,GENETICA GENERAL,0,GENERAL GENETICS,0
306,GENETICA II,7,T,20001,20001,4010200,GENETICA II,0,GENETICS II,0
321,INGENIERIA ELECTRICA I,6,T,20001,20001,1020200,INGENIERIA ELECTRICA I,0,ELECTRICAL ENGINEERING I,0
322,INGENIERIA ELECTRICA II,6,T,20001,20001,1020200,INGENIERIA ELECTRICA II,0,ELECTRICAL ENGINEERING II,0
323,INGENIERIA MECANICA I,6,T,20001,20001,1020100,INGENIERIA MECANICA I,0,MECHANICAL ENGINEERING I,0
324,INGENIERIA MECANICA II,6,T,20001,20001,1020100,INGENIERIA MECANICA II,0,MECHANICAL ENGINEERING II,0
328,INGENIERIA DE PROCESOS,6,T,20001,20001,3010300,INGENIERIA DE PROCESOS,0,PROCESS ENGINEERING,0
329,INGENIERIA QUIMICA I,6,T,20001,20001,3010100,INGENIERIA QUIMICA I,0,CHEMICAL ENGINEERING I,0
330,INGENIERIA QUIMICA II,6,T,20001,20001,3010100,INGENIERIA QUIMICA II,0,CHEMICAL ENGINEERING II,0
331,INGENIERIA QUIMICA III,12,T,20001,20001,3010100,INGENIERIA QUIMICA III,0,CHEMICAL ENGINEERING III,0
332,INGENIERIA QUIMICA IV,12,T,20001,20001,3010100,INGENIERIA QUIMICA IV,0,CHEMICAL ENGINEERING IV,0
333,INGENIERIA QUIMICA V,12,T,20001,20001,3010100,INGENIERIA QUIMICA V,0,CHEMICAL ENGINEERING V,0
334,INGENIERIA QUIMICA VI,12,T,20001,20001,3010100,INGENIERIA QUIMICA VI,0,CHEMICAL ENGINEERING VI,0
335,INGENIERIA QUIMICA VII,12,T,20001,20001,3010100,INGENIERIA QUIMICA VII,0,CHEMICAL ENGINEERING VII,0
336,INGENIERIA QUIMICA VIII,12,T,20001,20001,3010100,INGENIERIA QUIMICA VIII,0,CHEMICAL ENGINEERING VIII,0
358,INGENIERIA ECONOMICA I,6,T,20001,20001,3040100,INGENIERIA ECONOMICA I,0,ENGINEERING ECONOMY I,0
359,INGENIERIA ECONOMICA II,6,T,20001,20001,3040100,INGENIERIA ECONOMICA II,0,ENGINEERING ECONOMY II,0
456,LAB. DE CIENCIA BASICA I,10,T,20001,20001,2020100,LAB. DE CIENCIA BASICA I,0,BASIC SCIENCE LABORATORY I,0
457,LAB. DE CIENCIA BASICA II,10,T,20001,20001,2020100,LAB. DE CIENCIA BASICA II,0,BASIC SCIENCE LABORATORY II,0
458,LAB. DE MOMENTUM Y CALOR,4,T,20001,20001,3010200,LAB. DE MOMENTUM Y CALOR,0,MOMENTUM AND HEAT TRANSFER LABORATORY,0
459,LAB. DE TRANSF. DE MASA,4,T,20001,20001,3010200,LAB. DE TRANSF. DE MASA,0,MASS TRANFER LABORATORY,0
480,MATEMATICAS I,10,T,20001,20001,1030100,MATEMATICAS I,0,MATHEMATICS I,0
481,MATEMATICAS II,8,T,20001,20001,1030100,MATEMATICAS II,0,MATHEMATICS II,0
639,QUIMICA INORGANICA I,10,T,20001,20001,2020200,QUIMICA INORGANICA I,0,INORGANIC CHEMISTRY I,0
655,QUIMICA ORGANICA V,10,T,20001,20001,2030300,QUIMICA ORGANICA V,0,ORGANIC CHEMISTRY V,0
680,RADIOFARMACIA,8,T,20001,20001,2020300,RADIOFARMACIA,0,RADIOPHARMACY,0
681,RELACIONES HUMANAS,7,T,20001,20001,3040100,RELACIONES HUMANAS,0,HUMAN RELATIONS,0
720,SEGURIDAD INDUSTRIAL,6,T,20001,20001,3010300,SEGURIDAD INDUSTRIAL,0,INDUSTRIAL SAFETY,0
729,SEMINARIO DE MICROB. MEDICA,7,T,20001,20001,4030200,SEMINARIO DE MICROB. MEDICA,0,MEDICAL MICROBIOLOGY SEMINAR,0
758,TECNOLOGIA DE SERVICIOS,6,T,20001,20001,3010300,TECNOLOGIA DE SERVICIOS,0,SERVICES TECHNOLOGY,0
851,QUIMICA ANALITICA I,6,T,20001,20001,2010100,QUIMICA ANALITICA I,0,ANALYTICAL CHEMISTRY I,0
5,ANALISIS II,8,L,20001,20001,2010100,ANALISIS II,0,ANALYSIS II,0
6,ANALISIS III,8,L,20001,20001,2010100,ANALISIS III,0,ANALYSIS III,0
7,ANALISIS IV,8,L,20001,20001,2010200,ANALISIS IV,0,ANALYSIS IV,0
11,ANALISIS V,8,L,20001,20001,2010200,ANALISIS V,0,ANALYSIS V,0
23,ANALISIS II,10,L,20001,20001,2010100,ANALISIS II,0,ANALYSIS II,0
24,ANALISIS III,8,L,20001,20001,2010200,ANALISIS III,0,ANALYSIS III,0
25,ANALISIS IV,10,L,20001,20001,2010200,ANALISIS IV,0,ANALYSIS IV,0
27,ANALISIS BIOQUIMICO CLINICOS,10,L,20001,20001,4010200,ANALISIS BIOQUIMICO CLINICOS,0,BIOCHEMICAL CLINICAL ANALYSIS,0
35,ANALISIS CLIN. BACTERIOLOGICOS,8,L,20001,20001,4030100,ANALISIS CLIN. BACTERIOLOGICOS,0,CLINICAL BACTERIOLOGICAL ANALYSIS,0
36,ANALISIS QUIMICO CLINICOS,10,L,20001,20001,4010200,ANALISIS QUIMICO CLINICOS,0,CHEMICAL CLINICAL ANALYSIS,0
37,ANATOMIA Y FISIOLOGIA,7,L,20001,20001,4030100,ANATOMIA Y FISIOLOGIA,0,ANATOMY AND PHISIOLOGY,0
60,BACTERIOLOGIA MEDICA,10,L,20001,20001,4030200,BACTERIOLOGIA MEDICA,0,MEDICAL BACTERIOLOGY,0
64,BIOQUIMICA I,9,L,20001,20001,4010100,BIOQUIMICA I,0,BIOCHEMISTRY I,0
82,BIOSINTESIS MICRO DE APLIC IND,8,L,20001,20001,4030200,BIOSINTESIS MICRO DE APLIC IND,0,MICROBIAL BIOSYNTHESIS OF INDUSTRIAL APPLICATION,0
128,CONTROL DE MEDICAMENTOS,10,L,20001,20001,4020200,CONTROL DE MEDICAMENTOS,0,QUALITY CONTROL OF MEDICINES,0
174,DESARROLLO ANALITICO,9,L,20001,20001,4020200,DESARROLLO ANALITICO,0,ANALYTICAL DEVELOPMENT,0
252,FISICA III,8,L,20001,20001,1020100,FISICA III,0,PHYSICS III,0
255,FISICA IV,8,L,20001,20001,1020100,FISICA IV,0,PHYSICS IV,0
257,FISICA V,8,L,20001,20001,1020100,FISICA V,0,PHYSICS V,0
266,FISICOQUIMICA V,9,L,20001,20001,1010200,FISICOQUIMICA V,0,PHYSICAL CHEMISTRY V,0
268,FISICOQUIMICA VI,9,L,20001,20001,1010200,FISICOQUIMICA VI,0,PHYSICAL CHEMISTRY VI,0
269,FISICOQUIMICA VII,9,L,20001,20001,1010200,FISICOQUIMICA VII,0,PHYSICAL CHEMISTRY VII,0
286,FARMACOGNOSIA,9,L,20001,20001,4020100,FARMACOGNOSIA,0,PHARMACOGNOSY,0
287,FARMACOLOGIA I,10,L,20001,20001,4020100,FARMACOLOGIA I,0,PHARMACOLOGY I,0
288,FARMACOLOGIA II,10,L,20001,20001,4020100,FARMACOLOGIA II,0,PHARMACOLOGY II,0
289,FARMACOLOGIA III,10,L,20001,20001,4020100,FARMACOLOGIA III,0,PHYSICAL CHEMISTRY III,0
291,FISICA III,8,L,20001,20001,1020200,FISICA III,0,PHYSICS III,0
292,FISICOQUIMICA FARMACEUTICA,11,L,20001,20001,1010200,FISICOQUIMICA FARMACEUTICA,0,PHARMACEUTICAL AND PHYSICAL CHEMISTRY,0
